lvl_type	name	taxonomy
s	Bacillus sp. THAF10	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. THAF10
s	Bacillus sp. PGP15	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. PGP15
s	Bacillus sp. M4U3P1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. M4U3P1
s	Bacillus sp. N3536	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. N3536
s	Bacillus sp. B25(2016b)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. B25(2016b)
s	Bacillus sp. NSP9.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. NSP9.1
s	Bacillus sp. SB49	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. SB49
g1	Bacillus subtilis group	na;na;na;na;na;na;na
g2	Bacillus amyloliquefaciens group	na;na;na;na;na;na;na
s	Bacillus velezensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis
s	Bacillus subtilis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis
s	Bacillus vallismortis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus vallismortis
s	Bacillus paralicheniformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis
s	Bacillus inaquosorum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus inaquosorum
g2	Bacillus mojavensis subgroup	na;na;na;na;na;na;na
s	Bacillus mojavensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus mojavensis
s	Bacillus pumilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus
s1	Bacillus pumilus SAFR-032	na;na;na;na;na;na;na
s	Bacillus glycinifermentans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus glycinifermentans
g1	Bacillus altitudinis complex	na;na;na;na;na;na;na
s	Bacillus altitudinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis
s	Bacillus methanolicus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus methanolicus
s1	Bacillus methanolicus MGA3	na;na;na;na;na;na;na
s	Bacillus dafuensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus dafuensis
s	Bacillus smithii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus smithii
s	Bacillus aquiflavi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus aquiflavi
s	Bacillus weihaiensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus weihaiensis
s	Bacillus badius	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus badius
s	[Brevibacterium] frigoritolerans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__[Brevibacterium] frigoritolerans
s	Bacillus shivajii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus shivajii
s	Bacillus infantis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus infantis
s1	Bacillus infantis NRRL B-14911	na;na;na;na;na;na;na
s	Bacillus gobiensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus gobiensis
g	Lysinibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus
g1	unclassified Lysinibacillus	na;na;na;na;na;na;na
s	Lysinibacillus sp. PLM2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus sp. PLM2
s	Lysinibacillus sp. SGAir0095	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus sp. SGAir0095
s	Lysinibacillus sp. 2017	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus sp. 2017
s	Lysinibacillus sp. CD3-6	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus sp. CD3-6
s	Lysinibacillus sphaericus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus sphaericus
s	Lysinibacillus fusiformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus fusiformis
s	Lysinibacillus timonensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus timonensis
s	Lysinibacillus agricola	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus agricola
s	Lysinibacillus capsici	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus capsici
s	Lysinibacillus parviboronicapiens	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus parviboronicapiens
g	Priestia	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia
s	Priestia megaterium	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia megaterium
s1	Priestia megaterium Q3	na;na;na;na;na;na;na
s	Priestia koreensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia koreensis
s	Priestia filamentosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia filamentosa
s	Priestia flexa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia flexa
g1	unclassified Priestia	na;na;na;na;na;na;na
s	Priestia sp. J2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia sp. J2
g	Virgibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus
g1	unclassified Virgibacillus	na;na;na;na;na;na;na
s	Virgibacillus sp. Bac330	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus sp. Bac330
s	Virgibacillus sp. Bac332	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus sp. Bac332
s	Virgibacillus sp. NKC19-16	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus sp. NKC19-16
s	Virgibacillus sp. MSP4-1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus sp. MSP4-1
s	Virgibacillus sp. SK37	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus sp. SK37
s	Virgibacillus necropolis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus necropolis
s	Virgibacillus phasianinus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus phasianinus
g	Metabacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus
g1	unclassified Metabacillus	na;na;na;na;na;na;na
s	Metabacillus sp. B2-18	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus sp. B2-18
s	Metabacillus sp. KUDC1714	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus sp. KUDC1714
s	Metabacillus sp. cB07	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus sp. cB07
s	Metabacillus sediminilitoris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus sediminilitoris
s	Metabacillus dongyingensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus dongyingensis
s	Metabacillus endolithicus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus endolithicus
g	Anoxybacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus
s	Anoxybacillus flavithermus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__Anoxybacillus flavithermus
s1	Anoxybacillus flavithermus WK1	na;na;na;na;na;na;na
s	Anoxybacillus sediminis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__Anoxybacillus sediminis
g1	unclassified Anoxybacillus	na;na;na;na;na;na;na
s	Anoxybacillus caldiproteolyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__Anoxybacillus caldiproteolyticus
s	Anoxybacillus amylolyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__Anoxybacillus amylolyticus
g	Cytobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus
s	Cytobacillus oceanisediminis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus oceanisediminis
s1	Cytobacillus oceanisediminis 2691	na;na;na;na;na;na;na
s	Cytobacillus kochii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus kochii
g1	unclassified Cytobacillus	na;na;na;na;na;na;na
s	Cytobacillus sp. CY-G	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus sp. CY-G
s	Cytobacillus ciccensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus ciccensis
s	Cytobacillus gottheilii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus gottheilii
g	Niallia	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia
s	Niallia circulans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Niallia circulans
g1	unclassified Niallia	na;na;na;na;na;na;na
s	Niallia sp. Man26	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Niallia;s__Niallia sp. Man26
g	Oceanobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus
s	Oceanobacillus zhaokaii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus;s__Oceanobacillus zhaokaii
s	Oceanobacillus kimchii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus;s__Oceanobacillus kimchii
s1	Oceanobacillus kimchii X50	na;na;na;na;na;na;na
g	Halobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus
s	Halobacillus mangrovi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus mangrovi
s	Halobacillus halophilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus halophilus
g1	unclassified Halobacillus	na;na;na;na;na;na;na
s	Halobacillus sp. SSBR10-3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus sp. SSBR10-3
s	Halobacillus sp. SSHM10-5	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus sp. SSHM10-5
s	Halobacillus litoralis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus;s__Halobacillus litoralis
g	Alkalihalobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus
s	Alkalihalobacillus krulwichiae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus krulwichiae
s	Alkalihalobacillus clausii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus clausii
s	Alkalihalobacillus lehensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus lehensis
s1	Alkalihalobacillus lehensis G1	na;na;na;na;na;na;na
s	Alkalihalobacillus miscanthi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus miscanthi
g	Sutcliffiella	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Sutcliffiella
s	Sutcliffiella horikoshii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Sutcliffiella;s__Sutcliffiella horikoshii
s	Sutcliffiella cohnii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Sutcliffiella;s__Sutcliffiella cohnii
g	Salicibibacter	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter
s	Salicibibacter cibarius	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter;s__Salicibibacter cibarius
s	Salicibibacter cibi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter;s__Salicibibacter cibi
s	Salicibibacter halophilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salicibibacter;s__Salicibibacter halophilus
g	Mesobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mesobacillus
s	Mesobacillus foraminis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mesobacillus;s__Mesobacillus foraminis
s	Mesobacillus jeotgali	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mesobacillus;s__Mesobacillus jeotgali
g1	unclassified Mesobacillus	na;na;na;na;na;na;na
s	Mesobacillus sp. S13	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mesobacillus;s__Mesobacillus sp. S13
g	Neobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Neobacillus
s	Neobacillus mesonae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Neobacillus;s__Neobacillus mesonae
s	Neobacillus drentensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Neobacillus;s__Neobacillus drentensis
g	Geobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus
s	Geobacillus subterraneus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus subterraneus
g1	Geobacillus thermoleovorans group	na;na;na;na;na;na;na
s	Geobacillus thermocatenulatus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus thermocatenulatus
s	Geobacillus thermodenitrificans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus thermodenitrificans
g	Caldibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Caldibacillus
s	Caldibacillus thermoamylovorans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Caldibacillus;s__Caldibacillus thermoamylovorans
g	Rossellomorea	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea
s	Rossellomorea marisflavi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;s__Rossellomorea marisflavi
s	Rossellomorea vietnamensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;s__Rossellomorea vietnamensis
g	Gracilibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus
s	Gracilibacillus salitolerans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus;s__Gracilibacillus salitolerans
g1	unclassified Gracilibacillus	na;na;na;na;na;na;na
s	Gracilibacillus sp. SSPM10-3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus;s__Gracilibacillus sp. SSPM10-3
s	Gracilibacillus sp. SSWR10-1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus;s__Gracilibacillus sp. SSWR10-1
g	Peribacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus
s	Peribacillus asahii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus asahii
s	Peribacillus psychrosaccharolyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus psychrosaccharolyticus
s	Peribacillus butanolivorans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus butanolivorans
g	Evansella	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Evansella
s	Evansella cellulosilytica	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Evansella;s__Evansella cellulosilytica
s1	Evansella cellulosilytica DSM 2522	na;na;na;na;na;na;na
g	Heyndrickxia	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Heyndrickxia
s	Heyndrickxia oleronia	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Heyndrickxia;s__Heyndrickxia oleronia
s	Heyndrickxia vini	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Heyndrickxia;s__Heyndrickxia vini
g	Parageobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Parageobacillus
s	Parageobacillus toebii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Parageobacillus;s__Parageobacillus toebii
g1	unclassified Parageobacillus	na;na;na;na;na;na;na
s	Parageobacillus sp. KH3-4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Parageobacillus;s__Parageobacillus sp. KH3-4
g	Gottfriedia	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gottfriedia
s	Gottfriedia acidiceleris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gottfriedia;s__Gottfriedia acidiceleris
g	Radiobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Radiobacillus
s	Radiobacillus deserti	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Radiobacillus;s__Radiobacillus deserti
g1	unclassified Radiobacillus	na;na;na;na;na;na;na
s	Radiobacillus sp. 80	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Radiobacillus;s__Radiobacillus sp. 80
g	Pradoshia	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pradoshia
g1	unclassified Pradoshia	na;na;na;na;na;na;na
s	Pradoshia sp. D12	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pradoshia;s__Pradoshia sp. D12
g	Mangrovibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mangrovibacillus
s	Mangrovibacillus cuniculi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mangrovibacillus;s__Mangrovibacillus cuniculi
g	Lederbergia	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lederbergia
s	Lederbergia lenta	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lederbergia;s__Lederbergia lenta
g	Psychrobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Psychrobacillus
g1	unclassified Psychrobacillus	na;na;na;na;na;na;na
s	Psychrobacillus sp. AK 1817	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Psychrobacillus;s__Psychrobacillus sp. AK 1817
s	Psychrobacillus sp. INOP01	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Psychrobacillus;s__Psychrobacillus sp. INOP01
s	Psychrobacillus glaciei	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Psychrobacillus;s__Psychrobacillus glaciei
g	Pontibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus
g1	unclassified Pontibacillus	na;na;na;na;na;na;na
s	Pontibacillus sp. ALD_SL1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus;s__Pontibacillus sp. ALD_SL1
g	Terribacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus
s	Terribacillus goriensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Terribacillus;s__Terribacillus goriensis
g	Amphibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Amphibacillus
s	Amphibacillus xylanus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Amphibacillus;s__Amphibacillus xylanus
s1	Amphibacillus xylanus NBRC 15112	na;na;na;na;na;na;na
g	Lentibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lentibacillus
g1	unclassified Lentibacillus	na;na;na;na;na;na;na
s	Lentibacillus sp. CBA3610	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lentibacillus;s__Lentibacillus sp. CBA3610
s	Lentibacillus amyloliquefaciens	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lentibacillus;s__Lentibacillus amyloliquefaciens
g	Aeribacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Aeribacillus
s	Aeribacillus pallidus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Aeribacillus;s__Aeribacillus pallidus
g	Alkalihalophilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalophilus
s	Alkalihalophilus pseudofirmus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalophilus;s__Alkalihalophilus pseudofirmus
s1	Alkalihalophilus pseudofirmus OF4	na;na;na;na;na;na;na
g	Caldalkalibacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Caldalkalibacillus
s	Caldalkalibacillus thermarum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Caldalkalibacillus;s__Caldalkalibacillus thermarum
s1	Caldalkalibacillus thermarum TA2.A1	na;na;na;na;na;na;na
g	Paraliobacillus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Paraliobacillus
s	Paraliobacillus zengyii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Paraliobacillus;s__Paraliobacillus zengyii
